Game,Total,Twitch_Year,Unnamed: 0,Year,Genre,Global_Sales
Quantum Break,33473102.269026,2016,2852,2016.0,Action,0.51
RPG Maker,996435.089538,2016,2889,1997.0,Role-Playing,0.5
RPG Maker,335634.19537200005,2017,2889,1997.0,Role-Playing,0.5
Ratchet & Clank,13358598.92073,2016,348,2002.0,Platform,3.33
Rayman Legends,1693945.7619,2016,1604,2014.0,Platform,3.3600000000000003
ReCore,2137436.05992,2016,7380,2016.0,Action,0.1
Red Dead Redemption,5667402.372029999,2016,111,2010.0,Action,12.94
Red Dead Redemption,11420172.441594,2018,111,2010.0,Action,12.94
Resident Evil,10233722.177595,2016,175,1996.0,Action,5.34
Resident Evil,952560.19908,2017,175,1996.0,Action,5.34
Resident Evil,7041017.754225,2019,175,1996.0,Action,5.34
Resident Evil,24116483.893698003,2021,175,1996.0,Action,5.34
Resident Evil 2,604614.751062,2016,137,1998.0,Action,6.44
Resident Evil 2,532050.534855,2017,137,1998.0,Action,6.44
Resident Evil 2,4318079.076905999,2018,137,1998.0,Action,6.44
Resident Evil 2,7326375469.435513,2019,137,1998.0,Action,6.44
Resident Evil 2,111627595.422084,2020,137,1998.0,Action,6.44
Resident Evil 2,56949927.918471,2021,137,1998.0,Action,6.44
Resident Evil 3: Nemesis,348011.843928,2016,287,1999.0,Action,3.8
Resident Evil 3: Nemesis,2168902.83225,2019,287,1999.0,Action,3.8
Resident Evil 4,3097612.453404,2016,304,2005.0,Action,7.6
Resident Evil 4,3538824.788184,2017,304,2005.0,Action,7.6
Resident Evil 4,16513252.542003,2018,304,2005.0,Action,7.6
Resident Evil 4,2471204.687931,2019,304,2005.0,Action,7.6
Resident Evil 4,4787628.444837,2020,304,2005.0,Action,7.6
Resident Evil 4,18794735.632638,2021,304,2005.0,Action,7.6
Resident Evil 5,2023146.635181,2016,172,2009.0,Action,8.69
Resident Evil 5,3926145.486879,2017,172,2009.0,Action,8.69
Resident Evil Zero,4176599.013006,2016,1216,2002.0,Action,1.74
Resident Evil: Revelations 2,1659345.0079920003,2016,2711,2015.0,Action,1.1800000000000002
Rise of the Tomb Raider,17152622.39775,2016,1212,2015.0,Adventure,1.8
Rise of the Tomb Raider,1711360.4786039998,2018,1212,2015.0,Adventure,1.8
Rock Band 4,1311638.522166,2016,3226,2015.0,Misc,0.8
Rock Band 4,1188249.372366,2017,3226,2015.0,Misc,0.8
Rocket League,931492302.886908,2016,4923,2016.0,Sports,0.37
Rocket League,3060529808.835828,2017,4923,2016.0,Sports,0.37
Rocket League,4888556016.262107,2018,4923,2016.0,Sports,0.37
Rocket League,6339925764.827929,2019,4923,2016.0,Sports,0.37
Rocket League,44254778385.865616,2020,4923,2016.0,Sports,0.37
Rocket League,73753154153.74817,2021,4923,2016.0,Sports,0.37
RollerCoaster Tycoon 2,301910.119812,2016,1267,2002.0,Strategy,1.25
RollerCoaster Tycoon World,649328.201361,2016,10615,2016.0,Simulation,0.02
S.T.A.L.K.E.R.: Call of Pripyat,305571.720195,2016,8498,2009.0,Shooter,0.06
S.T.A.L.K.E.R.: Call of Pripyat,2556477.5702130003,2017,8498,2009.0,Shooter,0.06
Secret of Mana,1519967.9754,2016,786,1993.0,Role-Playing,1.83
